text,label,is_augmented,source,augmentation_type
There generally isn't one. It's an uncountable noun - u in the dictionary. pieces of research?,ham,False,mendeley_ham,original
"Love isn't a decision, it's a feeling. If we could decide who to love, then, life would be mechanical�",ham,False,mendeley_ham,original
University of southern california.,ham,False,mendeley_ham,original
Will it help if we propose going back again tomorrow,ham,False,mendeley_ham,original
Holy living christ what is taking you so long,ham,False,mendeley_ham,original
"Nah I don't think he goes to usf, he lives around here though",ham,False,mendeley_ham,original
You have an important customer service announcement from PREMIER. Call FREEPHONE 0800 542 0578 now!,phishing,False,mendeley_original,original
Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,ham,False,mendeley_ham,original
Going to take your babe out ?,ham,False,mendeley_ham,original
Mode men or have you left.,ham,False,mendeley_ham,original
"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",ham,False,mendeley_ham,original
"Yeah work is fine, started last week, all the same stuff as before, dull but easy and guys are fun!",ham,False,mendeley_ham,original
"Important: Your Netflix account will be suspended unless you verify your payment info. Click here: netflix.com/verify, expires 24 hours!",phishing,True,gpt_augmented,rewrite
No. Did you multimedia message them or e-mail?,ham,False,mendeley_ham,original
u r a winner U ave been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),phishing,False,mendeley_original,original
Thanks a lot for your wishes on my birthday. Thanks you for making my birthday truly memorable.,ham,False,mendeley_ham,original
Bank Alert: Your account has been flagged for unusual activity. A bonus of $250 is pending. Verify your identity at: https://secure.bank-verification.com to avoid suspension.,phishing,True,gpt_augmented,rewrite
Congratulations! You’ve been selected for an exclusive vacation giveaway. Reply WIN to claim your prize or STOP to unsubscribe.,phishing,True,gpt_augmented,rewrite
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 8536074310 Your Paytm A/C will block within 24hr Thank you.,phishing,False,mendeley_original,original
"Your recent vehicle tax has been reviewed, and you qualify for a refund of £48.50. Visit the secure link https://www.taxrefunds.com/claim to receive it now!",phishing,True,gpt_augmented,rephrase
"I'm not coming over, do whatever you want",ham,False,mendeley_ham,original
You have won a guaranteed 32000 award or maybe even £1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???,phishing,False,mendeley_original,original
"sorry, no, have got few things to do. may be in pub later.",ham,False,mendeley_ham,original
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,False,mendeley_ham,original
"Congratulations! You've been selected for the exclusive HomeTech Gadget Giveaway! Pay just Rs 200/month for 10 months for a chance to win Rs 25,000 worth of smart devices! Call 9988776655.",phishing,True,gpt_augmented,rewrite
tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,ham,False,mendeley_ham,original
Are you really busy or trying to avoid me�,ham,False,mendeley_ham,original
Your Netflix account has been temporarily suspended due to unusual activity. Verify your identity here: http://netflicks-verify.com/secure. Reply HELP for assistance.,phishing,True,gpt_augmented,rewrite
"Can meh? Thgt some will clash... Really ah, i dun mind... I dun seen to have lost any weight... Gee...",ham,False,mendeley_ham,original
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been De-Activated. To Re-Activate call customer care for help 07068796424 now.",phishing,False,mendeley_original,original
We confirm eating at esplanade?,ham,False,mendeley_ham,original
"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",ham,False,mendeley_ham,original
Are you unique enough? Find out from 30th August. www.areyouunique.co.uk,phishing,False,mendeley_original,original
Happy new year. Hope you are having a good semester,ham,False,mendeley_ham,original
"Hello Jessica, we've detected suspicious login attempts on your PayPal account. Please verify your identity immediately to prevent account lockout: http://paypal-secure.xyz",phishing,True,gpt_augmented,rewrite
ALERT: Your Netflix account will be suspended due to a billing issue. Verify your payment info now to avoid interruption. Visit: netflix-support.com/verify,phishing,True,gpt_augmented,rewrite
Did you catch the bus ? Are you frying an egg ? Did you make a tea? Are you eating your mom's left over dinner ? Do you feel my Love ?,ham,False,mendeley_ham,original
Message Important information for O2 user. Today is your lucky day! 2 find out why log onto http://www.urawinner.com there is a fantastic surprise awaiting you,phishing,False,mendeley_original,original
Fine if thats the way u feel. Thats the way its gota b,ham,False,mendeley_ham,original
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,False,mendeley_ham,original
Are you driving or training?,ham,False,mendeley_ham,original
Alert: Your bank account has been temporarily suspended due to unusual activity. Please contact our support team at 08001234567 immediately to restore access.,phishing,True,gpt_augmented,rephrase
Someone who came in contact with you tested positive or has shown symptoms for COVID-19 & recommends you self-isolate/get tested. More at COVID-19 anon.com/alert,phishing,False,mendeley_original,original
"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",phishing,False,mendeley_original,original
"Congratulations! You've been selected for our exclusive giveaway on March 1st! To opt-out, reply CANCEL to 90123. For help, call 08001234567. Good luck!",phishing,True,gpt_augmented,rephrase
"URGENT!! Your 4* Costa Del Sol Holiday or £5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",phishing,False,mendeley_original,original
One small prestige problem now.,ham,False,mendeley_ham,original
K actually can you guys meet me at the sunoco on howard? It should be right on the way,ham,False,mendeley_ham,original
"Congrats! You've won a $100 gift card from Amazon. To claim, reply with 'YES' or call us at 1-800-555-0199. Don't miss out!",phishing,True,gpt_augmented,rewrite
Act fast! Verify your account to receive 50% off your next Amazon purchase. Click here now: http://bit.ly/xxxx,phishing,True,gpt_augmented,rewrite
Your subscription to StreamFlix is waiting! Redeem your credit now by clicking the link in the next text or visit http://streamflix.net/redeem?code=XYZ123ABC,phishing,True,gpt_augmented,rephrase
CONGRATULATIONS! Your exclusive iPhone 15 is ready for pick-up! Call 08001234567 NOW to verify your details. Offer valid for 24 hours only!,phishing,True,gpt_augmented,rewrite
Wishing you a wonderful week.,ham,False,mendeley_ham,original
I'll be at mu in like  &lt;#&gt;  seconds,ham,False,mendeley_ham,original
"Your account has been successfully credited with 500 complimentary text messages. To activate this benefit, please call our verification line at 0871-873-8034 urgently.",phishing,True,gpt_augmented,enhance
Congratulations ur awarded 500 of CD vouchers or 125gift guaranteed & Free entry 2 100 wkly draw txt MUSIC to 87066 TnCs www.Ldew.com1win150ppmx3age16,phishing,False,mendeley_original,original
2 laptop... I noe infra but too slow lar... I wan fast one,ham,False,mendeley_ham,original
You are a winner U have been specially selected 2 receive £2000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810910,phishing,False,mendeley_original,original
"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection..",ham,False,mendeley_ham,original
Important Alert for PayPal User! Your account is under review. Please verify your identity immediately by visiting our secure link: http://paypal.secure-verification.com/confirm,phishing,True,gpt_augmented,rewrite
You are a great role model. You are giving so much and i really wish each day for a miracle but God as a reason for everything and i must say i wish i knew why but i dont. I've looked up to you since i was young and i still do. Have a great day.,ham,False,mendeley_ham,original
"Cool, text me when you're parked",ham,False,mendeley_ham,original
"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",ham,False,mendeley_ham,original
"Congratulations! Your Netflix account has been randomly selected for a complimentary year of Premium membership. To claim, call 888-123-4567 and provide your code 5678.",phishing,True,gpt_augmented,rewrite
WINNER!! As a valued network customer you have been selected to receivea £900 prize reward! To claim call 09061701462. Claim code KL345.,phishing,False,mendeley_original,original
Hope you are having a great day.,ham,False,mendeley_ham,original
Have a nice day my dear.,ham,False,mendeley_ham,original
Congratulations! Your phone number *************** has been selected for a £2500 Gift Card from Amazon! This is your final notice! Call 08001234567 immediately!,phishing,True,gpt_augmented,rephrase
Company is very good.environment is terrific and food is really nice:),ham,False,mendeley_ham,original
Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412,phishing,False,mendeley_original,original
I'm at work. Please call,ham,False,mendeley_ham,original
I am in a marriage function,ham,False,mendeley_ham,original
Congratulations! You've been selected for a free trial of our premium streaming service. Activate now with code XT4539. Reply STOP to opt-out. www.streamflix.com,phishing,True,gpt_augmented,rewrite
Cuz ibored. And don wanna study,ham,False,mendeley_ham,original
Hiya do u like the hlday pics looked horrible in them so took mo out! Hows the camp Amrca thing? Speak soon Serena:),ham,False,mendeley_ham,original
Did u fix the teeth?if not do it asap.ok take care.,ham,False,mendeley_ham,original
That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham,False,mendeley_ham,original
"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good.",ham,False,mendeley_ham,original
"Dear Valued Customer, we have an important delivery update regarding your New Year's package. Please contact us at 07046744435 immediately to confirm your delivery details. Thank you.",phishing,True,gpt_augmented,enhance
"Pvt Finance arranged on cheque basics 4 Business Peoples, Traders, Stockists, Industries & corporate comp, P.M turn over 20L. Cnt-9840139557",phishing,False,mendeley_original,original
Congratulations! You’ve won a brand new MacBook Air! Claim your prize now and enjoy 6 months of free Apple Music. Reply or call 1-888-555-0199.,phishing,True,gpt_augmented,rewrite
When can ü come out?,ham,False,mendeley_ham,original
"Sorry, I'll call later ..In meeting.",ham,False,mendeley_ham,original
"Dear Steven, we've noticed suspicious activity on your account. Please secure your profile immediately by logging in here: http://securebankalerts.com",phishing,True,gpt_augmented,rephrase
"WINNER!7827156256 is chosen for $2500 CASH prize, call+38977148576 now",phishing,False,mendeley_original,original
You are now unsubscribed all services. Get tons of sexy babes or hunks straight to your phone! go to http://gotbabes.co.uk. No subscriptions.,phishing,False,mendeley_original,original
URGENT: Your Netflix account is on hold. Please confirm your payment info to avoid interruption. Call us at 1-800-555-0199 for assistance.,phishing,True,gpt_augmented,rewrite
So how many days since then?,ham,False,mendeley_ham,original
"Get 6 months of half-price contract with the latest Samsung and iPhone models for FREE! If you've had your phone for over a year, call us now at 08001234567!",phishing,True,gpt_augmented,rephrase
Moby Pub Quiz.Win a £100 High Street prize if u know who the new Duchess of Cornwall will be? Txt her first name to 82277.unsub STOP £1.50 008704050406 SP,phishing,False,mendeley_original,original
Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Good morning,ham,False,mendeley_ham,original
"You have a new message on your Netflix account! A friend has shared a premium movie with you. To accept, verify your account at 247netverify.com.",phishing,True,gpt_augmented,rewrite
"Only just got this message, not ignoring you. Yes, i was. Shopping that is",ham,False,mendeley_ham,original
"Your account reference number is 2345. To cancel, reply with UNSUBSCRIBE to 12345 or call customer support at 08001234567.",phishing,True,gpt_augmented,rephrase
Hello- thanx for taking that call. I got a job! Starts on monday!,ham,False,mendeley_ham,original
Alert: Your Netflix account is compromised. Verify your identity at netflix.com/verify or call 0800-123-4567 for assistance. Don't miss out!,phishing,True,gpt_augmented,rewrite
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",ham,False,mendeley_ham,original
K come to nordstrom when you're done,ham,False,mendeley_ham,original
FREE camera phones with linerental from 4.49/month with 750 cross ntwk mins. 1/2 price txt bundle deals also avble. Call 08001950382,phishing,False,mendeley_original,original
Are there TA jobs available? Let me know please cos i really need to start working,ham,False,mendeley_ham,original
Got meh... When?,ham,False,mendeley_ham,original
Congratulations! You have been selected to receive a Nokia 3650 video camera phone. Please call 09066382423 to claim your prize. Calls cost £1.50/min. Act now to secure your reward!,phishing,True,gpt_augmented,enhance
Ok lor... Or u wan me go look 4 u?,ham,False,mendeley_ham,original
Courtsy reminder: payment on your NAB Visa Card is now overdue. Please refer to your statement for payment options or call 1300 2569 28 Thank you,phishing,False,mendeley_original,original
For my family happiness..,ham,False,mendeley_ham,original
I could ask carlos if we could get more if anybody else can chip in,ham,False,mendeley_ham,original
Why she wants to talk to me,ham,False,mendeley_ham,original
Captain vijaykanth is doing comedy in captain tv..he is drunken :),ham,False,mendeley_ham,original
R u saying i should re order the slippers cos i had to pay for returning it.,ham,False,mendeley_ham,original
Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.,ham,False,mendeley_ham,original
Actually i'm waiting for 2 weeks when they start putting ad.,ham,False,mendeley_ham,original
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 0906517113-stopsms-08,phishing,False,mendeley_original,original
Moji just informed me that you saved our lives. Thanks.,ham,False,mendeley_ham,original
Your subscription with MovieStream is ready! Claim your exclusive credits by clicking the link: http://go.moviestream.com/redeem?code=XYZ12345,phishing,True,gpt_augmented,rephrase
"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me",ham,False,mendeley_ham,original
Please CALL 08712402578 immediately as there is an urgent message waiting for you,phishing,False,mendeley_original,original
"Dear Matthew, your exclusive 4* holiday in Tenerife or £1000 cash awaits. Please call us urgently at 09063440451 from a landline to claim. T&Cs apply.",phishing,True,gpt_augmented,enhance
Don‘t give a flying monkeys wot they think and I certainly don‘t mind. Any friend of mine and all that!,ham,False,mendeley_ham,original
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,phishing,False,mendeley_original,original
Hi darlin i cantdo anythingtomorrow as myparents aretaking me outfor a meal. when are u free? Katexxx,ham,False,mendeley_ham,original
"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",phishing,False,mendeley_original,original
"URGENT! Your mobile No *********** WON a £2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362220 ASAP! BOX97N7QP, 150ppm",phishing,False,mendeley_original,original
55 that's all? Guess that's easy enough,ham,False,mendeley_ham,original
Your account has been compromised! Immediately verify your identity at www.secure-login.com to avoid losing access. Act now for a bonus reward!,phishing,True,gpt_augmented,rewrite
Ok then i come n pick u at engin?,ham,False,mendeley_ham,original
Alert: Your Amazon account has been compromised. Please verify your identity immediately at https://www.amazon-secure.info to restore access.,phishing,True,gpt_augmented,rewrite
"Please call our customer service representative on 6200992462 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.8,00,000 FL1PKART TEAM",phishing,False,mendeley_original,original
"Collect 100 points& get 14,500 Pokecoins for Pokemon Gol"" by clicking this link now�http://goo.gle/xxxx",phishing,False,mendeley_original,original
My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?,ham,False,mendeley_ham,original
"Dear Member, we have identified an exceptional investment opportunity with Bank of Granite (CDGT). Act quickly—this is projected to surge over 300%! Details inside.",phishing,True,gpt_augmented,enhance
YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a £350 prize. To collect is easy. Just call 09061743385,phishing,False,mendeley_original,original
Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,ham,False,mendeley_ham,original
Feel Yourself That You Are Always Happy.. Slowly It Becomes Your Habit &amp; Finally It Becomes Part Of Your Life.. Follow It.. Happy Morning &amp; Have A Happy Day:),ham,False,mendeley_ham,original
Ü neva tell me how i noe... I'm not at home in da aft wat...,ham,False,mendeley_ham,original
I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.,ham,False,mendeley_ham,original
This pain couldn't have come at a worse time.,ham,False,mendeley_ham,original
You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 12 days.,phishing,False,mendeley_original,original
"Yeah, don't go to bed, I'll be back before midnight",ham,False,mendeley_ham,original
Anything...,ham,False,mendeley_ham,original
"YOU VE WON! Your 4* Costa Del Sol Holiday or £6000 await collection. Call 09050090055 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Cost£1.50/pm, Max10mins",phishing,False,mendeley_original,original
"IMPORTANT! Hello VALUED CUSTOMER, We've been trying to reach you. You have won a guaranteed cash prize of ₹7,00,000! Call 9876543210 with Claim ID X12. Valid for 12 hours!",phishing,True,gpt_augmented,rephrase
"Congratulations! Your mobile number has been selected for a guaranteed £2,000 prize. Please call us at 09061790121 from a landline to claim your reward. Act quickly—this offer is valid for only 12 hours!",phishing,True,gpt_augmented,enhance
Ok�say my regards..,ham,False,mendeley_ham,original
Should i buy him a blackberry bold 2 or torch. Should i buy him new or used. Let me know. Plus are you saying i should buy the  &lt;#&gt; g wifi ipad. And what are you saying about the about the  &lt;#&gt; g?,ham,False,mendeley_ham,original
"Congratulations! You have won £100 in gift vouchers. To claim your prize, please call us at 0871 873 8034 before the end of the week. Act quickly!",phishing,True,gpt_augmented,enhance
U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08,phishing,False,mendeley_original,original
"Loan for any purpose £500 - £75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956668",phishing,False,mendeley_original,original
hiya hows it going in sunny africa? hope u r avin a good time. give that big old silver back a big kiss from me.,ham,False,mendeley_ham,original
I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,ham,False,mendeley_ham,original
Learn a new word: 'lament' - to express sorrow vocally. Get UNLIMITED FREE calls to any number! Try it now: http://tinyurl.com/freetalk4u Share it with friends!,phishing,True,gpt_augmented,rephrase
Your recent photo is ready to view! Click here: http://imagehost123.com/view?ref=78901 to see it now. Don’t miss out!,phishing,True,gpt_augmented,rephrase
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 6299257179 now.",phishing,False,mendeley_original,original
Haha... Yup hopefully  we will lose a few kg by mon. after hip hop can go orchard and weigh again,ham,False,mendeley_ham,original
URGENT! We are trying to contact U. Todays draw shows that you have won a £800 prize GUARANTEED. Call 09050001295 from land line. Claim A21. Valid 12hrs only,phishing,False,mendeley_original,original
Oh did you charge camera,ham,False,mendeley_ham,original
HMRC GOV.UK: Our records indicate you are eligible for a tax refund of £398.90. Please verify your details at: https://ukhmrc-tax-refund.com to expedite your claim.,phishing,True,gpt_augmented,enhance
"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",ham,False,mendeley_ham,original
"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or £10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",phishing,False,mendeley_original,original
"Exclusive Deal Alert! Get £200 in gift cards today! Reply YES to 87456 immediately! BestDeals, your exclusive mobile savings! T&Cs call 08454876543. £3.50 Sub. 16+. Unsub text STOP.",phishing,True,gpt_augmented,rephrase
Sorry i cant take your call right now. It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,ham,False,mendeley_ham,original
Aiyar dun disturb u liao... Thk u have lots 2 do aft ur cupboard come...,ham,False,mendeley_ham,original
"Congratulations! Your Netflix account has been selected for a $250 gift card. To claim, reply with your email and claim code 789XYZ. Act fast!",phishing,True,gpt_augmented,rewrite
Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.,ham,False,mendeley_ham,original
I'm really sorry I lit your hair on fire,ham,False,mendeley_ham,original
I love to give massages. I use lots of baby oil... What is your fave position?,ham,False,mendeley_ham,original
"Attention (google) user! Your Google account verification is pending. Call us at 1-800-555-0123 to avoid suspension. Act fast, your access may be restricted soon!",phishing,True,gpt_augmented,rephrase
"ATM BLOCK:Dear customer, Due to our system upgrade your ATM card has just been BL0CKED. To Re-Activate call customer care for help 7044518857 now.",phishing,False,mendeley_original,original
Hi good mornin.. Thanku wish u d same..,ham,False,mendeley_ham,original
Do u noe how 2 send files between 2 computers?,ham,False,mendeley_ham,original
Congrats! You've won a free ringtone from MegaTunes. Claim it now at http://get.mega-tunes.com/offer?id=1234567890&claim=true. Act fast!,phishing,True,gpt_augmented,rephrase
"Your K.Y.C has been updated successfully, you will get 1205 cashback in your wallet, To get cashback click here Link http://8629a7f1.ngrok.io",phishing,False,mendeley_original,original
Alright took the morphine. Back in yo.,ham,False,mendeley_ham,original
"Congratulations! You've been entered into our exclusive giveaway ending March 1st. To opt out, text STOP to 12345. For assistance, call 0800-123-4567. Good luck!",phishing,True,gpt_augmented,rephrase
Still i have not checked it..,ham,False,mendeley_ham,original
"Sorry, I'll call later..lets meet later..",ham,False,mendeley_ham,original
PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04,phishing,False,mendeley_original,original
We would like to inform you that you have been recorded as leaving your home on 3 occasions yesterday. A fine of �35 has been added to your gov.uk�account. For further information please visit�gov.uk/ coronavirus-penalty-payment racking. Protect the NHS. Save lives,phishing,False,mendeley_original,original
"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07099833605 to re-schedule. Ref:9280114",phishing,False,mendeley_original,original
Alert: Your Spotify account has been suspended due to suspicious activity on 03/05/24. Verify your identity here: http://secure-spotify-account.com,phishing,True,gpt_augmented,rewrite
Happy birthday... Wish u all the happiness in your life,ham,False,mendeley_ham,original
"Congratulations! You've won a brand new Canon EOS Camera! To claim your prize, please call 08001234567 from a landline. Expect delivery in just 2-4 weeks!",phishing,True,gpt_augmented,rephrase
I wanna watch that movie,ham,False,mendeley_ham,original
U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,ham,False,mendeley_ham,original
For taking part in our mobile survey yesterday! You can now have 500 texts 2 use however you wish. 2 get txts just send TXT to 80160 T&C www.txt43.com 1.50p,phishing,False,mendeley_original,original
"Please call our customer service representative on 7679046492 between 10am-9pm as you have W0N a guaranteed cash prize of Rs.7,00,000. FL1PKART TEAM",phishing,False,mendeley_original,original
"I'm in a meeting, call me later at 4",ham,False,mendeley_ham,original
"Urgent Message for CIBC Account Holder, Kindly  Login to our secure server to check your information�http://2cibc.mobileupdate.gram pianostudio.com/cibcfullz/Internet Support",phishing,False,mendeley_original,original
"Congratulations! You've been selected for an exclusive reward of ₹1,000,000 as part of our promotional campaign. To claim your prize, please call 9876543210 now!",phishing,True,gpt_augmented,rephrase
Not heard from U4 a while. Call 4 rude chat private line 01223585334 to cum. Wan 2C pics of me gettin shagged then text PIX to 8552.,phishing,False,mendeley_original,original
Okie ü wan meet at bishan? Cos me at bishan now. I'm not driving today.,ham,False,mendeley_ham,original
"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger.",ham,False,mendeley_ham,original
"alright babe, justthought id sayhey! how u doin?nearly the endof me wk offdam nevamind!We will have 2Hook up sn if uwant m8? loveJen x.",ham,False,mendeley_ham,original
I keep ten rs in my shelf:) buy two egg.,ham,False,mendeley_ham,original
Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,ham,False,mendeley_ham,original
K. I will sent it again,ham,False,mendeley_ham,original
Congratulations! You've been selected for an exclusive chance to receive a FREE smartwatch! Reply NOW to claim yours. Limited stock available! Msg & data rates may apply.,phishing,True,gpt_augmented,rewrite
Congratulations! Your Netflix account has been selected for a free upgrade to Premium for a year! Click the link to verify your details and claim now!,phishing,True,gpt_augmented,rewrite
Congratulations! Your Netflix account has been selected for an exclusive gift of a free year subscription! Call 9876543210 and provide code 7890 to claim.,phishing,True,gpt_augmented,rewrite
Camera - You are awarded a SiPix Digital Camera! call 09061221067 fromm landline. Delivery within 28 days.,phishing,False,mendeley_original,original
alright. Thanks for the advice. Enjoy your night out. I'ma try to get some sleep...,ham,False,mendeley_ham,original
"Dear Voucher Holder, To claim this weeks offer, at your PC please go to http://www.wtlp.co.uk/text. Ts&Cs apply.",phishing,False,mendeley_original,original
As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,ham,False,mendeley_ham,original
Bishan lar nearer... No need buy so early cos if buy now i gotta park my car...,ham,False,mendeley_ham,original
"Er yeah, i will b there at 15:26, sorry! Just tell me which pub/cafe to sit in and come wen u can",ham,False,mendeley_ham,original
Don't forget though that I love you .... And I walk beside you. Watching over you and keeping your heart warm.,ham,False,mendeley_ham,original
UR GOING 2 BAHAMAS! CallFREEFONE 08081560665 and speak to a live operator to claim either Bahamas cruise of£2000 CASH 18+only. To opt out txt X to 07786200117,phishing,False,mendeley_original,original
Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.,ham,False,mendeley_ham,original
Lol you won't feel bad when I use her money to take you out to a steak dinner =D,ham,False,mendeley_ham,original
I know complain num only..bettr directly go to bsnl offc nd apply for it..,ham,False,mendeley_ham,original
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,ham,False,mendeley_ham,original
WINNER! As a valued network customer you hvae been selected to receive a £900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,phishing,False,mendeley_original,original
Congratulations! Your Netflix account has been selected for an exclusive £300 loyalty bonus! Reply NOW to claim your cash reward or risk losing it!,phishing,True,gpt_augmented,rewrite
"Nah man, my car is meant to be crammed full of people",ham,False,mendeley_ham,original
R u here yet? I'm wearing blue shirt n black pants.,ham,False,mendeley_ham,original
You have received a new voicemail notification. Please call our service center at 08719181503 to retrieve your message promptly. Thank you.,phishing,True,gpt_augmented,enhance
IMPORTANT INFORMATION 4 ORANGE USER 0796XXXXXX. TODAY IS UR LUCKY DAY!2 FIND OUT WHY LOG ONTO http://www.urawinner.com,phishing,False,mendeley_original,original
Your SAM registration has been received! Click here to complete the process�http://rghst.xyz/NPHTmtb Reply STOP 2 opt out of future texts,phishing,False,mendeley_original,original
In the end she might still vomit but its okay. Not everything will come out.,ham,False,mendeley_ham,original
"You've received a new voice message. To listen, please dial 0800-123-4567 immediately.",phishing,True,gpt_augmented,rephrase
Convey my best regards to him..thanks,ham,False,mendeley_ham,original
"My planning usually stops at ""find hella weed, smoke hella weed""",ham,False,mendeley_ham,original
<Forwarded from 448712404000>Please CALL 08712404000 immediately as there is an urgent message waiting for you.,phishing,False,mendeley_original,original
Dear (paytm)customer your paytm KYC has been suspended PAY-TM office PH 7044518857 Your Paytm A/C will block within 24hr Thank you.,phishing,False,mendeley_original,original
Dear PAYTM customer your Paytm KYC has expired. Contact customer care No-7908807538 immediately. your account will Block within 24 hr. Thank you PAYTM TEAM.,phishing,False,mendeley_original,original
"Grab your chance! 300 brand new iPhones available at just £2! Text APPLE to 70256 to claim yours today! Visit www.iphone-offer.com to opt-out, call 08001234567.",phishing,True,gpt_augmented,rephrase
"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, PocketBabe.co.uk 0870241182716",phishing,False,mendeley_original,original
Fine i miss you very much.,ham,False,mendeley_ham,original
It vl bcum more difficult..,ham,False,mendeley_ham,original
"Congratulations! You've been selected for an exclusive health insurance rebate worth $5,000. To claim your bonus, please call 1-800-555-0199 now!",phishing,True,gpt_augmented,rewrite
"Sorry, I have some work..",ham,False,mendeley_ham,original
Haf u eaten? Wat time u wan me 2 come?,ham,False,mendeley_ham,original
I'm in office now . I will call you  &lt;#&gt;  min:),ham,False,mendeley_ham,original
So can collect ur laptop?,ham,False,mendeley_ham,original
Friends that u can stay on fb chat with,ham,False,mendeley_ham,original
"Congratulations! As a loyal Amazon Prime member, you've been chosen for an exclusive $500 shopping spree! Verify your account to claim: 1-800-123-4567.",phishing,True,gpt_augmented,rewrite
You always make things bigger than they are,ham,False,mendeley_ham,original
"Yup. Anything lor, if u dun wan it's ok...",ham,False,mendeley_ham,original
